"_id","lat","lng","state","country","city","p"
"ObjectId(""5ebbfeed3ac25f001901a327"")","-21.252037","-48.325223","São Paulo","Brasil","Jaboticabal",
"ObjectId(""5ebbff023ac25f001901a328"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebbff263ac25f001901a32a"")","-21.7609533","-43.3501129","Minas Gerais","Brasil","Juiz de Fora",
"ObjectId(""5ebbff3e3ac25f001901a32b"")","-29.1684796","-51.1793861","Rio Grande do Sul","Brasil","Caxias do Sul",
"ObjectId(""5ebbff553ac25f001901a32c"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebbff7a3ac25f001901a32d"")","-23.4430602","-46.524459","São Paulo","Brasil","Guarulhos",
"ObjectId(""5ebbff893ac25f001901a32f"")","-3.7304512","-38.5217989","Ceará","Brasil","Fortaleza",
"ObjectId(""5ebbffb73ac25f001901a330"")","-30.0324999","-51.2303767","Rio Grande do Sul","Brasil","Porto Alegre",
"ObjectId(""5ebbffc63ac25f001901a331"")","-22.5269448","-41.944972","Rio de Janeiro","Brasil","Rio das Ostras",
"ObjectId(""5ebbffcd3ac25f001901a332"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebbffd83ac25f001901a333"")","-23.1177393","-46.5547861","São Paulo","Brasil","Atibaia",
"ObjectId(""5ebbffdd3ac25f001901a334"")","-23.960833","-46.333889","São Paulo","Brasil","Santos",
"ObjectId(""5ebbfff83ac25f001901a335"")","-19.8299544","-43.9881434","Minas Gerais","Brasil","Belo Horizonte",
"ObjectId(""5ebbfffd3ac25f001901a336"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc00053ac25f001901a337"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc00133ac25f001901a338"")","-22.8348857","-43.3631878","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc001a3ac25f001901a339"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc00293ac25f001901a33a"")","-30.0324999","-51.2303767","Rio Grande do Sul","Brasil","Porto Alegre",
"ObjectId(""5ebc00653ac25f001901a33b"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc009b3ac25f001901a33e"")","-23.324725299999997","-46.09597030529709","São Paulo","Brasil","Jacareí",
"ObjectId(""5ebc00b33ac25f001901a33f"")","-22.4040394","-43.6633853","Rio de Janeiro","Brasil","Vassouras",
"ObjectId(""5ebc00d73ac25f001901a340"")","-20.3297293","-40.2920284","Espírito Santo","Brasil","Vila Velha",
"ObjectId(""5ebc01053ac25f001901a341"")","-18.5264844","-44.1588654","Minas Gerais","Brasil",,
"ObjectId(""5ebc01223ac25f001901a342"")","-5.1495641","-38.09645275","Ceará","Brasil",,
"ObjectId(""5ebc012f3ac25f001901a343"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc01373ac25f001901a344"")","-22.5225497","-44.1040128","Rio de Janeiro","Brasil","Volta Redonda",
"ObjectId(""5ebc01573ac25f001901a345"")","-9.3817334","-40.4968875","Pernambuco","Brasil","Petrolina",
"ObjectId(""5ebc015e3ac25f001901a346"")","-30.008889","-50.1595386","Rio Grande do Sul","Brasil",,
"ObjectId(""5ebc018e3ac25f001901a347"")","-22.72528","-47.64917","São Paulo","Brasil","Piracicaba",
"ObjectId(""5ebc019d3ac25f001901a348"")","-19.9132749","-44.0840953","Minas Gerais","Brasil","Contagem",
"ObjectId(""5ebc01a43ac25f001901a349"")","-22.3706166","-47.3927246","São Paulo","Brasil","Araras",
"ObjectId(""5ebc01b13ac25f001901a34a"")","-31.7636377","-52.2721084","Rio Grande do Sul","Brasil","Pelotas",
"ObjectId(""5ebc01c63ac25f001901a34c"")","-22.4040394","-43.6633853","Rio de Janeiro","Brasil","Vassouras",
"ObjectId(""5ebc02003ac25f001901a34d"")","-22.4040394","-43.6633853","Rio de Janeiro","Brasil","Vassouras",
"ObjectId(""5ebc02073ac25f001901a34e"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc020f3ac25f001901a34f"")","-8.7494525","-63.8735438","Rondônia","Brasil","Porto Velho",
"ObjectId(""5ebc02243ac25f001901a351"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc02313ac25f001901a352"")","-19.913018","-44.0801129","Minas Gerais","Brasil","Contagem",
"ObjectId(""5ebc025b3ac25f001901a353"")","-23.5506507","-46.6333824","São Paulo","Brasil","São Paulo",
"ObjectId(""5ebc028e3ac25f001901a355"")","-12.9822499","-38.4812772","Bahia","Brasil","Salvador",
"ObjectId(""5ebc029a3ac25f001901a356"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc02ad3ac25f001901a357"")","-18.5264844","-44.1588654","Minas Gerais","Brasil",,
"ObjectId(""5ebc02d03ac25f001901a358"")","-5.6781175","-36.4781776","Rio Grande do Norte","Brasil",,
"ObjectId(""5ebc02ef3ac25f001901a359"")","-19.9132749","-44.0840953","Minas Gerais","Brasil","Contagem",
"ObjectId(""5ebc02f43ac25f001901a35a"")","-3.1316333","-59.9825041","Amazonas","Brasil","Manaus",
"ObjectId(""5ebc032e3ac25f001901a35c"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc03373ac25f001901a35d"")","-3.1316333","-59.9825041","Amazonas","Brasil","Manaus",
"ObjectId(""5ebc03683ac25f001901a360"")","-12.285251","-41.9294776","Bahia","Brasil",,
"ObjectId(""5ebc036d3ac25f001901a361"")","-19.9227318","-43.9450948","Minas Gerais","Brasil","Belo Horizonte",
"ObjectId(""5ebc03983ac25f001901a362"")","-3.7304512","-38.5217989","Ceará","Brasil","Fortaleza",
"ObjectId(""5ebc03a43ac25f001901a363"")","-15.7754462","-47.7970891","Distrito Federal","Brasil",,
"ObjectId(""5ebc03b33ac25f001901a364"")","-28.2616138","-52.4089048","Rio Grande do Sul","Brasil","Passo Fundo",
"ObjectId(""5ebc03be3ac25f001901a365"")","-25.469663","-50.649287","Paraná","Brasil","Irati",
"ObjectId(""5ebc03cf3ac25f001901a366"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc03e23ac25f001901a368"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc03f43ac25f001901a36a"")","-30.0324999","-51.2303767","Rio Grande do Sul","Brasil","Porto Alegre",
"ObjectId(""5ebc042c3ac25f001901a36b"")","-19.9601244","-44.2020531","Minas Gerais","Brasil","Betim",
"ObjectId(""5ebc04333ac25f001901a36c"")","-31.7636377","-52.2721084","Rio Grande do Sul","Brasil","Pelotas",
"ObjectId(""5ebc04a53ac25f001901a370"")","-25.4295963","-49.2712724","Paraná","Brasil","Curitiba",
"ObjectId(""5ebc04b63ac25f001901a371"")","-31.759337","-52.2692687","Rio Grande do Sul","Brasil","Pelotas",
"ObjectId(""5ebc04d33ac25f001901a372"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc04e43ac25f001901a373"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc04fa3ac25f001901a374"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc05023ac25f001901a375"")","-5.805398","-35.2080905","Rio Grande do Norte","Brasil","Natal",
"ObjectId(""5ebc05173ac25f001901a376"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc051c3ac25f001901a377"")","-23.541805099999998","-46.62959666426427","São Paulo","Brasil","São Paulo",
"ObjectId(""5ebc055d3ac25f001901a378"")","-20.4281001","-51.3410871","São Paulo","Brasil","Ilha Solteira",
"ObjectId(""5ebc056c3ac25f001901a379"")","-12.285251","-41.9294776","Bahia","Brasil",,
"ObjectId(""5ebc05723ac25f001901a37a"")","-25.4295963","-49.2712724","Paraná","Brasil","Curitiba",
"ObjectId(""5ebc05783ac25f001901a37b"")","-19.5687682","-40.1721991","Espírito Santo","Brasil",,
"ObjectId(""5ebc05803ac25f001901a37c"")","-10.9162061","-37.0774655","Sergipe","Brasil","Aracaju",
"ObjectId(""5ebc05c93ac25f001901a380"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc05e83ac25f001901a381"")","-22.9983546","-43.6388666","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc06143ac25f001901a384"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc06293ac25f001901a385"")","-23.3112878","-51.1595023","Paraná","Brasil","Londrina",
"ObjectId(""5ebc064c3ac25f001901a386"")","-8.4116316","-37.5919699","Pernambuco","Brasil",,
"ObjectId(""5ebc06c93ac25f001901a389"")","-30.0324999","-51.2303767","Rio Grande do Sul","Brasil","Porto Alegre",
"ObjectId(""5ebc06f83ac25f001901a38c"")","-22.519963","-43.192613","Rio de Janeiro","Brasil","Petrópolis",
"ObjectId(""5ebc07273ac25f001901a38d"")","-3.499329","-39.583571","Ceará","Brasil","Itapipoca",
"ObjectId(""5ebc073b3ac25f001901a38e"")","-22.97056","-46.99583","São Paulo","Brasil","Valinhos",
"ObjectId(""5ebc07413ac25f001901a38f"")","-29.6905705","-51.1429035","Rio Grande do Sul","Brasil","Novo Hamburgo",
"ObjectId(""5ebc07563ac25f001901a391"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc07823ac25f001901a392"")","-15.8193337","-47.89482","Distrito Federal","Brasil","Plano Piloto",
"ObjectId(""5ebc07d63ac25f001901a395"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc07e43ac25f001901a396"")","-23.501667","-47.458056","São Paulo","Brasil","Sorocaba",
"ObjectId(""5ebc07ef3ac25f001901a397"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc07f73ac25f001901a398"")","-28.181687750000002","-48.69648805343329","Santa Catarina","Brasil",,
"ObjectId(""5ebc08283ac25f001901a39a"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc082f3ac25f001901a39b"")","-31.7636377","-52.2721084","Rio Grande do Sul","Brasil","Pelotas",
"ObjectId(""5ebc08343ac25f001901a39c"")","-12.9822499","-38.4812772","Bahia","Brasil","Salvador",
"ObjectId(""5ebc08413ac25f001901a39d"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc08483ac25f001901a39e"")","-5.7505819","-35.253447","Rio Grande do Norte","Brasil","Natal",
"ObjectId(""5ebc08613ac25f001901a3a0"")","-23.0063966","-44.316326","Rio de Janeiro","Brasil","Angra dos Reis",
"ObjectId(""5ebc08713ac25f001901a3a1"")","-23.603889","-46.918889","São Paulo","Brasil","Cotia",
"ObjectId(""5ebc08963ac25f001901a3a2"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc089d3ac25f001901a3a3"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc08bb3ac25f001901a3a4"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc08c03ac25f001901a3a5"")","-22.90556","-47.06083","São Paulo","Brasil","Campinas",
"ObjectId(""5ebc08f53ac25f001901a3a6"")","-18.5264844","-44.1588654","Minas Gerais","Brasil",,
"ObjectId(""5ebc09203ac25f001901a3a9"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
"ObjectId(""5ebc092a3ac25f001901a3aa"")","-3.7304512","-38.5217989","Ceará","Brasil","Fortaleza",
"ObjectId(""5ebc09693ac25f001901a3ab"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc098f3ac25f001901a3ac"")","-23.5506507","-46.6333824","São Paulo","Brasil","São Paulo",
"ObjectId(""5ebc09953ac25f001901a3ad"")","-7.2246743","-35.8771292","Paraíba","Brasil","Campina Grande",
"ObjectId(""5ebc099d3ac25f001901a3ae"")","-19.4777807","-42.5270802","Minas Gerais","Brasil","Ipatinga",
"ObjectId(""5ebc09a33ac25f001901a3af"")","-8.0641931","-34.8781517","Pernambuco","Brasil","Recife",
"ObjectId(""5ebc09ba3ac25f001901a3b0"")","-22.9110137","-43.2093727","Rio de Janeiro","Brasil","Rio de Janeiro",
